id,id2,label,name,utterances,列3
q1ec1,50,acknowledge,g,"and we're going to do that in a curve almost a half ""u"" shape ",
q1ec1,52,check,f,"half ""u"" shape to the southeast ",
q1ec1,53,reply_y,g,yeah ,
q1ec1,55,reply_y,g,yeah the southeast ,
q1ec1,56,acknowledge,f,right okay ,
q1ec1,58,instruct,g,and continue up north slightly ,
q1ec1,59,acknowledge,f,mmhmm ,
q1ec1,60,instruct,g,but not quite to the tip of that lake ,
q1ec1,61,acknowledge,f,mmhmm ,
q1ec1,62,instruct,g,and then we're going to turn down ove-- above a trig point and we're going to turn immediately to your right and straight down at an angle of forty-five ,
q1ec1,63,acknowledge,f,right ,
q1ec1,64,align,g,okay ,
q1ec1,65,instruct,g,and we're going to continue that wee distance down and that the point at the end of that it should be near to the abandoned cottage where we went past miles away but if not just carry on and then continue down in that forty-five degree ,
q1ec1,66,acknowledge,f,mmhmm ,
q1ec1,67,instruct,g,and turn round by a monument on the outside of the monument ,
q1ec1,68,check,f,outside of the monument ,
q1ec1,69,reply_y,g,yeah ,
q1ec1,70,instruct,g,and then a very slight turning up again north sort of northwest ,
q1ec1,71,acknowledge,f,mmhmm ,
q1ec1,72,instruct,g,"very slight curve sort of very slight ""s""-shaped just a slight curve and then going to proceed up north again ",
q1ec1,73,explain,g,on the right-hand side there's a nuclear test site before right before reaching the top of that northbound ,
q1ec1,74,instruct,g,and then you're going to turn back west ,
q1ec1,75,explain,g,and above that there's an east lake ,
q1ec1,76,acknowledge,f,oh right okay ,
q1ec1,77,acknowledge,g,yeah ,
q1ec1,78,acknowledge,g,and that's the finish ,
q1ec1,79,instruct,f,mmhmm ,
q1ec1,80,explain,f,slightly different ,
q1ec2,1,ready,g,right ,
q1ec2,2,instruct,g,start off facing north ,
q1ec2,3,align,g,right ,
q1ec2,4,instruct,g,turn to your left and walk forward then to your left again keep walking forward 'til you come to the site of a plane crash go right roundabout it and turn to your right so you end up facing north again ,
q1ec2,5,instruct,f,could you just slow down a bit please ,
q1ec2,7,acknowledge,g,sorry ,
q1ec2,8,check,f,so i have to walk straight ahead from the start ,
q1ec2,9,reply_y,g,mmhmm ,
q1ec2,10,check,f,and then turn right ,
q1ec2,11,reply_y,g,mmhmm ,
q1ec2,12,clarify,g,just go a couple of steps ,
q1ec2,13,acknowledge,f,mmhmm ,
q1ec2,15,query_yn,f,have i to pass pass by the waterhole ,
q1ec2,16,clarify,g,pass pass the pass ,
q1ec2,18.2,ready,g,well ,
q1ec2,19,reply_w,g,it's stony desert that's what i've got here ,
q1ec2,20,uncodable,f,erm ,
q1ec2,21,reply_w,g,but ,
q1ec2,22,ready,f,now ,
q1ec2,23,align,f,i'm starting off from the s-- just above to the north of the stony desert ,
q1ec2,24,reply_y,g,mmhmm ,
q1ec2,25,ready,f,erm ,
q1ec2,25.2,query_yn,f,have i to pass by the savannah ,
q1ec2,26,reply_n,g,no ,
q1ec2,27,clarify,g,you've to come down ,
q1ec2,28,uncodable,f,erm ,
q1ec2,29,clarify,g,and round past the site of the plane crash ,
q1ec2,30,align,g,no ,
q1ec2,31,ready,f,erm ,
q1ec2,31.2,explain,f,erm plane crash is to north of where i am ,
q1ec2,32,ready,g,well ,
q1ec2,33,query_yn,g,is there no one right at the bottom left-hand side of the page ,
q1ec2,34,reply_n,f,no ,
q1ec2,35,acknowledge,g,okay ,
q1ec2,36,ready,g,well ,
q1ec2,37,instruct,g,come to walk right to the right-hand side of the page ,
q1ec2,38,acknowledge,f,okay ,
q1ec2,39,instruct,g,eh left-hand sorry ,
q1ec2,40,acknowledge,f,okay ,
q1ec2,41,query_yn,g,erm have you got a collapsed shelter ,
q1ec2,42,reply_y,f,yes i do ,
q1ec2,43,acknowledge,g,right ,
q1ec2,44,instruct,g,you've to go up north and then round the collapsed shelter ,
q1ec2,45,acknowledge,f,uh-huh ,
q1ec2,46,query_yn,g,erm do you meet the savannah ,
q1ec2,47,ready,f,erm ,
q1ec2,47.2,reply_w,f,mm now when i when i go round past the collapsed shelter my the savannah is to my right ,
q1ec2,48,acknowledge,g,mmhmm ,
q1ec2,49,acknowledge,f,okay ,
q1ec2,50,ready,g,well ,
q1ec2,51,instruct,g,walking east ,
q1ec2,52,acknowledge,f,that's east okay okay ,
q1ec2,53,align,f,that's i'll change direction and walk east now towards the savannah past the collapsed shelter ,
q1ec2,54,reply_y,g,mmhmm ,
q1ec2,55,instruct,g,when you get to the savannah t-- before you ge-- turn to your left so you're heading north again ,
q1ec2,56,acknowledge,f,okay ,
q1ec2,58,acknowledge,f,okay ,
q1ec2,59,instruct,g,until you you get over the top of the slate mountain ,
q1ec2,60,query_w,f,over the top of the ,
q1ec2,61,reply_w,g,slate mountain ,
q1ec2,62,explain,f,don't have a slate mountain ,
q1ec2,63,acknowledge,g,mm ,
q1ec2,64,explain,f,eh i've got some hot springs and elephants ,
q1ec2,65,ready,g,well ,
q1ec2,66,explain,g,the hot wells are after the slate mountain ,
q1ec2,67,ready,g,ehm ,
q1ec2,67.2,instruct,g,just walk up t-- to the north to about the height of hot wells the hot springs ,
q1ec2,68,acknowledge,f,okay okay okay ,
q1ec2,70,instruct,g,turn to your right well left sorry ,
q1ec2,71,acknowledge,f,mmhmm ,
q1ec2,72,instruct,g,and down below the springs ,
q1ec2,73,check,f,walk walk below the springs ,
q1ec2,74,reply_y,g,uh-huh ,
q1ec2,75,acknowledge,f,right ,
q1ec2,76,instruct,g,then turn to face north again ,
q1ec2,77,acknowledge,f,uh-huh ,
q1ec2,78,query_yn,g,have you got a white mountain ,
q1ec2,79,reply_y,f,yes ,
q1ec2,80,explain,f,i have a white mountain to my north ,
q1ec2,81,acknowledge,g,right ,
q1ec2,82,instruct,g,up past up on the left of the white mountain walk right up past ,
q1ec2,85,acknowledge,f,uh-huh ,
q1ec2,86,query_yn,g,erm do you have a lake right up at the top ,
q1ec2,87,reply_y,f,yes uh-huh ,
q1ec2,88,acknowledge,g,right ,
q1ec2,89,instruct,g,walk keep walking north 'til you get to the level of the lake ,
q1ec2,90,acknowledge,f,uh-huh ,
q1ec2,91,instruct,g,then walk right round it ,
q1ec2,92,acknowledge,f,uh-huh ,
q1ec2,93,query_yn,g,roman baths ,
q1ec2,94,reply_n,f,roman baths don't have any roman baths at all ,
q1ec2,95,ready,g,well ,
q1ec2,96,instruct,g,when you come round the lake stick close round the edge ,
q1ec2,97,acknowledge,f,uh-huh ,
q1ec2,98,instruct,g,and come back the way you came well only halfway ,
q1ec2,99,acknowledge,f,mmhmm ,
q1ec2,100,align,f,back round past the white mountain ,
q1ec2,101,check,g,right ,
q1ec2,102,reply_n,g,no ,
q1ec2,103,clarify,g,right just come back about the length of the lake ,
q1ec2,104,acknowledge,f,uh-huh ,
q1ec2,105,query_yn,g,erm roman baths ,
q1ec2,106,reply_n,g,no ,
q1ec2,107,explain,g,you said you didn't have that ,
q1ec2,108,reply_n,f,don't have any roman baths ,
q1ec2,109,explain,g,antelopes ,
q1ec2,111,query_yn,f,i've got some round r-- ,
q1ec2,112,reply_y,f,yes ,
q1ec2,113,explain,f,i've got some antelopes right in the centre ,
q1ec2,114,ready,g,well ,
q1ec2,115,explain,g,on a-- this map the roman baths are there are at the top below the lake and then it's the antelope ,
q1ec2,116,acknowledge,f,right okay ,
q1ec2,117,query_yn,f,so you want me to go between the antelopes and the position of the roman bath ,
q1ec2,118,reply_w,g,well it one is just below the other and it's come down to the way you'll be facing it'll be your left the roman baths and the antelopes will be to your left ,
q1ec2,119,acknowledge,f,right okay then ,
q1ec2,120,ready,f,right ,
q1ec2,121,check,f,so i've to go down to so that the antelopes are to my left ,
q1ec2,122,query_w,f,and what about this lake ,
q1ec2,123,explain,f,i'm still i've still gone halfway back round the lake again ,
q1ec2,124,uncodable,g,erm ,
q1ec2,125,ready,g,right ,
q1ec2,126,align,g,your lake is on the right top right ,
q1ec2,127,reply_y,f,okay ,
q1ec2,129,ready,g,right er ,
q1ec2,129.2,instruct,g,and you're to walk erm that way round the lake to-- the roman baths were there ,
q1ec2,130,acknowledge,f,okay ,
q1ec2,131,uncodable,g,erm ,
q1ec2,132,explain,f,i just score this bit out a minute ,
q1ec2,133,ready,f,right ,
q1ec2,134,check,f,so sort of underneath the lake then ,
q1ec2,135,clarify,g,er right round and come back under it ,
q1ec2,136,acknowledge,f,right round ,
q1ec2,138,acknowledge,f,right that's that right okay okay ,
q1ec2,139,ready,g,right ,
q1ec2,140,instruct,g,and straight down to the antelopes ,
q1ec2,141,acknowledge,f,uh-huh ,
q1ec2,142,instruct,g,erm and it goes round the bottom of the antelopes ,
q1ec2,143,acknowledge,f,mmhmm ,
q1ec2,144,instruct,g,on my map it's eh right to the go to the right ,
q1ec2,145,acknowledge,f,mmhmm ,
q1ec2,146,instruct,g,i think that's me at the finish ,
q1ec2,147,query_yn,g,just is there a site of the plane crash ,
q1ec2,148,reply_w,f,uh-huh i've got that i've got a site of plane crash ,
q1ec2,149,instruct,g,well it's just below there ,
q1ec2,150,acknowledge,f,just below that ,
q1ec2,151,check,f,and that's it ,
q1ec2,152,reply_y,g,think so ,
q1ec3,1,ready,g,okay ,
q1ec3,2,instruct,g,start off above the diamond mine ,
q1ec3,3,acknowledge,f,okay yeah ,
q1ec3,4,align,g,right ,
q1ec3,5,ready,g,now ,
q1ec3,6,instruct,g,go south from the diamond mine until you are just above the desert ,
q1ec3,7,query_yn,f,so that's with the diamond mine on on your right ,
q1ec3,8,reply_y,g,that's that's correct uh-huh ,
q1ec3,9,instruct,g,and go below the diamond mine ,
q1ec3,10,acknowledge,f,mmhmm ,
q1ec3,11,instruct,g,and below the graveyard below the graveyard but above the carved wooden pole ,
q1ec3,12,explain,f,oh hang on i don't have a graveyard ,
q1ec3,13,ready,g,okay ,
q1ec3,14,check,g,so you don't have a graveyard ,
q1ec3,15,query_yn,g,do you have a fast flowing river ,
q1ec3,16,reply_w,f,fast running creek ,
q1ec3,17,explain,g,ehm mm don't know yeah it could be could be ,
q1ec3,18,query_yn,f,is that to the right that'll be to my right to my right ,
q1ec3,19,check,g,to your ,
q1ec3,21,reply_y,g,right uh-huh ,
q1ec3,22,ready,f,right ,
q1ec3,23,check,f,so i continue and go below the fast running creek ,
q1ec3,24,reply_n,g,no ,
q1ec3,25,clarify,g,go just until you go go below the diamond mine until just before the fast fast flowing river ,
q1ec3,26,explain,f,i don't have a fast flowing river ,
q1ec3,27,check,g,you have a fast flowing creek ,
q1ec3,28,reply_y,f,i've a fast flowing running creek ,
q1ec3,29,explain,f,which is on the far right-hand corner ,
q1ec3,30,acknowledge,g,mmhmm ,
q1ec3,30.2,uncodable,g,um ,
q1ec3,31,check,f,so you have ,
q1ec3,32,ready,g,well ,
q1ec3,33,query_yn,g,do you have an apache camp ,
q1ec3,34,reply_y,f,yeah got an apache camp ,
q1ec3,35,acknowledge,g,okay ,
q1ec3,36,explain,f,but that's like at forty-five degrees south east ,
q1ec3,37,acknowledge,g,right ,
q1ec3,38,ready,g,okay then ,
q1ec3,38.2,ready,g,right ,
q1ec3,39,instruct,g,you're going to go below the diamond mine ,
q1ec3,40,acknowledge,f,right ,
q1ec3,41,query_yn,g,do you have a graveyard ,
q1ec3,42,reply_n,f,no no graveyard ,
q1ec3,43,check,g,don't have a graveyard ,
q1ec3,44,reply_n,f,no ,
q1ec3,45,query_yn,g,do you have a desert ,
q1ec3,46,reply_y,f,yes got a desert ,
q1ec3,47,explain,f,which if i continue straight down past the diamond mine ,
q1ec3,48,instruct,g,no don't go don't go any further than the desert don't go onto the desert ,
q1ec3,49,acknowledge,f,okay ,
q1ec3,50,check,f,so i'm still below the diamond mine ,
q1ec3,51,align,g,right ,
q1ec3,53,reply_y,g,you d-- uh-huh below the diamond mine ,
q1ec3,54,acknowledge,f,right okay ,
q1ec3,55,instruct,g,and then go to your right ,
q1ec3,56,acknowledge,f,my right right okay ,
q1ec3,57,check,g,you've got neither a graveyard nor a fast flowing river ,
q1ec3,58,reply_w,f,i've got a fast running creek ,
q1ec3,59,acknowledge,g,okay right you've got a fast flowing fast running creek ,
q1ec3,60,explain,g,i don't have a fast running creek ,
q1ec3,61,acknowledge,f,how unlucky ,
q1ec3,62,explain,g,so ehm ehm i'm kind of stuck ,
q1ec3,63,query_yn,f,can i just go straight to the saloon bar ,
q1ec3,64,reply_n,g,erm mark no just wait ,
q1ec3,65,explain,g,i know you're thirsty but just wait 'til you get to the desert ,
q1ec3,66,acknowledge,f,right okay ,
q1ec3,67,uncodable,g,erm ,
q1ec3,67.2,ready,g,well okay then right ,
q1ec3,68,explain,g,you've got a creek i've got a river ,
q1ec3,69,acknowledge,f,yes ,
q1ec3,70,explain,g,so they must be linked somehow ,
q1ec3,71,acknowledge,f,yeah ,
q1ec3,73,instruct,g,so do you want to just go along to your right ,
q1ec3,74,acknowledge,f,okay ,
q1ec3,75,instruct,g,and then go up and over the top of where the creek is ,
q1ec3,76,acknowledge,f,right okay ,
q1ec3,77,instruct,g,and then down south again ,
q1ec3,78,acknowledge,f,okay ,
q1ec3,79,instruct,g,down south again until just above the apache camp ,
q1ec3,80,acknowledge,f,right okay ,
q1ec3,81,instruct,g,and pass that by go to your sou-- southwest of the apache camp ,
q1ec3,82,check,f,passing above it ,
q1ec3,83,reply_y,g,uh-huh ,
q1ec3,84,check,f,but to the southwest ,
q1ec3,85,reply_y,g,uh-huh ,
q1ec3,86,acknowledge,f,okay ,
q1ec3,87,ready,g,right ,
q1ec3,88,clarify,g,take the southwest direction ,
q1ec3,89,acknowledge,f,passing above it right ,
q1ec3,90,ready,g,now ,
q1ec3,91,query_yn,g,do you have a walled city ,
q1ec3,92,reply_y,f,yes ,
q1ec3,93,query_yn,g,and do you have a desert ,
q1ec3,94,reply_y,f,yes ,
q1ec3,95,ready,g,well ,
q1ec3,96,instruct,g,pass from above the apache camp um and over the top of the walled city but between the desert and the walled city ,
q1ec3,97,check,f,between them ,
q1ec3,98,reply_y,g,uh-huh ,
q1ec3,99,clarify,g,so that's over the top of the walled city ,
q1ec3,100,acknowledge,f,right okay ,
q1ec3,101,explain,g,okay ,
q1ec3,101.7,acknowledge,f,but i'm that's not in a straight line ,
q1ec3,102,acknowledge,g,oh that's fair enough ,
q1ec3,103,clarify,g,right just just go between those two ,
q1ec3,104,acknowledge,f,right okay right okay ,
q1ec3,105,align,g,right ,
q1ec3,106,reply_y,f,right ,
q1ec3,107,ready,g,and then ,
q1ec3,108,explain,f,okay i'm between ,
q1ec3,109,instruct,g,continue south ,
q1ec3,110,acknowledge,f,okay ,
q1ec3,111,align,g,right ,
q1ec3,112,instruct,g,until ,
q1ec3,113,query_yn,g,do you you you have no carved wooden pole at all ,
q1ec3,114,reply_y,f,yes ,
q1ec3,115,check,g,a totem pole sort of c-- thing ,
q1ec3,116,reply_y,f,yes uh-huh ,
q1ec3,117,ready,g,right ,
q1ec3,118,explain,f,but right at the very bottom ,
q1ec3,119,acknowledge,g,well okay ,
q1ec3,120,query_yn,g,do you have any flat rocks ,
q1ec3,121,reply_y,f,yes uh-huh ,
q1ec3,122,query_yn,g,ch-- do you have a stone creek in that area ,
q1ec3,123,reply_y,f,yes ,
q1ec3,124,acknowledge,g,right ,
q1ec3,125,explain,f,they're all on a diagonal ,
q1ec3,126,acknowledge,g,right okay ,
q1ec3,127,explain,f,carved wooden pole stone creek flat rocks ,
q1ec3,128,ready,g,right okay right ,
q1ec3,129,instruct,g,what you do then is you go south from the walled city ,
q1ec3,130,acknowledge,f,right ,
q1ec3,131,instruct,g,and you follow a sort of curve ehm ,
q1ec3,132,query_yn,g,how do you describe the last south ,
q1ec3,133,instruct,g,sort of from g-- go in a ,
q1ec3,134,explain,f,"an ""s"" ",
q1ec3,135,instruct,g,"sort of ""c"" shape to cover the bottom of a ""c"" ",
q1ec3,136,align,g,right ,
q1ec3,137,instruct,g,from when you pass down below the walled city ,
q1ec3,138,acknowledge,f,right i right wait ,
q1ec3,139,instruct,g,"go in a ""c""-shaped curve ",
q1ec3,140,check,f,right from ,
q1ec3,141,align,g,right ,
q1ec3,142,instruct,g,and then go between the flat rocks and the stone creek ,
q1ec3,143,align,g,okay can you do that ,
q1ec3,144,instruct,g,you pass in a pass ,
q1ec3,145,acknowledge,f,right ,
q1ec3,147,explain,f,i i'm at the walled city right ,
q1ec3,148,acknowledge,g,oh you're at the walled city ,
q1ec3,149,acknowledge,f,right ,
q1ec3,150,align,g,you're just above it have you come down ,
q1ec3,151,reply_w,f,i'm just i'm just come down ,
q1ec3,153,acknowledge,g,uh-huh ,
q1ec3,154,reply_w,f,so i'm still at the parallel with the base ,
q1ec3,155,acknowledge,g,right ,
q1ec3,156,align,f,right ,
q1ec3,157,reply_y,g,right ,
q1ec3,158,explain,f,the carved wooden pole is right at my bot-- right at the bottom i've got a ghost town in between the walled city and ,
q1ec3,159,query_w,g,between the walled city and what ,
q1ec3,160,reply_w,f,the carved wooden pole ,
q1ec3,161,explain,f,there's a ghost town ,
q1ec3,162,acknowledge,g,right ,
q1ec3,163,explain,g,oh well i don't have this on my map ,
q1ec3,164,ready,g,so ehm ,
q1ec3,165,query_yn,g,do you have flat rocks ,
q1ec3,166,reply_y,f,yes ,
q1ec3,167,query_yn,g,in line with the ghost town ,
q1ec3,168,reply_y,f,mm more or less yeah more or less ,
q1ec3,169,ready,g,right then ,
q1ec3,170,instruct,g,pass pass below the ghost town ,
q1ec3,173,acknowledge,f,right okay ,
q1ec3,174,instruct,g,but above the carved wooden pole and above the stone creek ,
q1ec3,175,acknowledge,f,right okay ,
q1ec3,176,align,g,right ,
q1ec3,177,instruct,f,so between the ghost town and sort of like a forty-five degree line or something ,
q1ec3,178,check,g,so you're just ,
q1ec3,179,reply_y,g,yeah ,
q1ec3,180,clarify,g,well then just make sure yous you miss that uh-huh uh-huh ,
q1ec3,181,ready,f,right ,
q1ec3,182,check,f,below the go below the wooden pole ,
q1ec3,183,reply_n,g,no ,
q1ec3,184,clarify,g,don't go don't go below the wooden pole ,
q1ec3,185,ready,f,right ,
q1ec3,186,check,f,so between the ghost town and the wooden pole ,
q1ec3,187,reply_y,g,uh-huh ,
q1ec3,188,clarify,g,but don't go below the level of the stone creek ,
q1ec3,189,check,f,right okay so i'm passing above the stone creek and i'm going up to above the flat rocks ,
q1ec3,190,align,g,right ,
q1ec3,192,reply_n,g,no ,
q1ec3,193,clarify,g,below the flat rocks ,
q1ec3,194,acknowledge,f,right okay right i know what you mean right ,
q1ec3,195,clarify,g,you got to p-- you've got to pass below the flat rocks ,
q1ec3,196,acknowledge,f,okay ,
q1ec3,197,ready,g,right ,
q1ec3,198,instruct,g,so you're taking a sort of north ,
q1ec3,199,acknowledge,f,right okay i'm below the flat rocks ,
q1ec3,200,acknowledge,g,right below the flat rocks ,
q1ec3,201,acknowledge,f,yeah ,
q1ec3,202,ready,g,okay ,
q1ec3,203,instruct,g,you want to veer ver-- to your right curve round to your right and go in a south south direction ,
q1ec3,204,query_yn,g,and do you have buffalo ,
q1ec3,205,reply_y,f,pas-- yeah ,
q1ec3,206,explain,f,got a saloon bar as well above that though ,
q1ec3,207,instruct,g,no you're not going into a saloon bar mark ,
q1ec3,208,acknowledge,f,right i know ,
q1ec3,209,acknowledge,g,right ,
q1ec3,210,acknowledge,f,not just now ,
q1ec3,211,ready,f,right okay ,
q1ec3,212,check,f,due south ,
q1ec3,213,ready,g,right ,
q1ec3,214,reply_y,g,go south ,
q1ec3,215,instruct,g,pa-- past buffalo ,
q1ec3,216,acknowledge,f,right ,
q1ec3,217,explain,f,that means i've passed the bar ,
q1ec3,218,instruct,g,and then just in a s-- sort of virtual straight line past the bar mark ,
q1ec3,219,align,f,right okay ,
q1ec3,220,reply_y,g,okay ,
q1ec3,221,query_yn,f,right ,
q1ec3,222,acknowledge,g,and and do you have a cattle ranch ,
q1ec3,222.2,reply_n,f,no ,
q1ec3,223,acknowledge,g,okay erm ,
q1ec3,224,reply_n,f,no ,
q1ec3,225,query_yn,g,do you have a fort ,
q1ec3,226,reply_y,f,yes ,
q1ec3,227,acknowledge,g,right ,
q1ec3,228,ready,g,well ,
q1ec3,229,instruct,g,go past the buffalo ,
q1ec3,230,acknowledge,f,mmhmm ,
q1ec3,231,query_yn,f,below them ,
q1ec3,232,reply_y,g,above the right below the buffalo below the buffalo right ,
q1ec3,234,acknowledge,f,below the buffalo right ,
q1ec3,235,check,f,so turn to my left ,
q1ec3,236,reply_y,g,that's right turn to your left ,
q1ec3,237,acknowledge,f,below the buffalo ,
q1ec3,238,acknowledge,g,below the buffalo ,
q1ec3,239,acknowledge,f,right ,
q1ec3,240,align,g,right ,
q1ec3,241,instruct,g,at about at the level of the top of the fort right in line with the top of the fort ,
q1ec3,242,acknowledge,f,okay ,
q1ec3,244,query_yn,f,pass straight across ,
q1ec3,245,reply_n,g,no don't pass straight across right ,
q1ec3,246,instruct,g,"just curve downwards in a a ""u"" slight ""u"" a very very very slight curve and then pass upwards in a like an upside-down ""u"" because you want to avoid the cattle ranch which lies between the fort and the buffalo ",
q1ec3,247,explain,g,there's a cattle there's a cattle ranch ,
q1ec3,248,ready,f,right ,
q1ec3,249,check,f,there's a cattle ranch between your buffalo and your fort ,
q1ec3,250,reply_y,g,that's right ,
q1ec3,251,ready,f,right ,
q1ec3,252,check,f,"so i've got to go along and uh over a ""u"" shape right ",
q1ec3,253,uncodable,g,so ,
q1ec3,255,clarify,g,you've go up and over the cattle ranch ,
q1ec3,256,check,f,and then to the along to the fort ,
q1ec3,257,clarify,g,then down ,
q1ec3,258,reply_y,g,uh-huh that's right ,
q1ec3,259,acknowledge,f,right hang on hang on right right ,
q1ec3,260,uncodable,g,and ,
q1ec3,260.2,uncodable,g,and ,
q1ec3,260.4,acknowledge,f,"i'm doing my ""u"" now right ",
q1ec3,261,explain,g,right ,
q1ec3,263,instruct,g,and then down underneath the fort sort of um to your left ,
q1ec3,264,acknowledge,f,right ,
q1ec3,266,check,g,mmhmm over the cattle ranch right ,
q1ec3,267,align,f,"over the over the ""u"" ",
q1ec3,268,reply_y,f,right ,
q1ec3,269,check,f,down and then down to the left and then south ,
q1ec3,270,clarify,g,and then da-- travel south and then ,
q1ec3,271,check,f,before i reach the fort or on the other side ,
q1ec3,272,clarify,g,before you reach the fort ,
q1ec3,273,acknowledge,f,right ,
q1ec3,274,clarify,g,before you reach the fort ,
q1ec3,275,check,f,so down south right ,
q1ec3,276,reply_y,g,go down south ,
q1ec3,277,query_yn,g,and then do you have anything else between the fort and the cattle ranch ,
q1ec3,278,reply_n,f,no ,
q1ec3,279,check,g,you don't ,
q1ec3,280,ready,g,okay then ,
q1ec3,281,instruct,g,so just go south and then straight along underneath the fort ,
q1ec3,282,acknowledge,f,okay ,
q1ec3,283,instruct,g,emerging at the left-hand side of the fort and you've to finish opposite the base more or less opposite the base of the carved wooden pole ,
q1ec3,284,check,f,i have to proceed ,
q1ec3,285,instruct,g,but still to the left of the fort ,
q1ec3,286,ready,f,right ,
q1ec3,287,check,f,so i just go straight up north ,
q1ec3,288,reply_y,g,right straight up north yeah ,
q1ec3,289,clarify,g,and finish erm beyond the fort ,
q1ec3,290,ready,f,right ,
q1ec3,290.2,explain,g,and be at this at ,
q1ec3,291,clarify,f,i'm above the fort ,
q1ec3,291.2,clarify,f,at the base of the wooden ,
q1ec3,292,explain,g,to the left of the fort and level with the base of the wooden pole but not actually beside the wooden pole ,
q1ec3,294,acknowledge,f,right okay ,
q1ec4,1,ready,g,right ,
q1ec4,2,instruct,g,s-- straight down south quite a bit and you'll pass um some cliffs on the east ,
q1ec4,3,check,f,sandstone cliff ,
q1ec4,4,reply_y,g,uh-huh ,
q1ec4,5,acknowledge,f,mm oh aye ,
q1ec4,6,clarify,g,cliffs on the east ,
q1ec4,7,acknowledge,f,right ,
q1ec4,8,instruct,g,then keep going down and you'll pass a forge on the east as well ,
q1ec4,9,check,f,forge ,
q1ec4,11,explain,f,no ,
q1ec4,13,instruct,g,well keep going down past the cliffs ,
q1ec4,14,acknowledge,f,right ,
q1ec4,15,ready,g,and then um ,
q1ec4,16,instruct,g,you go east in a curve curve down towards the east ,
q1ec4,16.2,instruct,g,and then back up again and you sh-- go past um a pine on your right ,
q1ec4,17,check,f,dow-- ,
q1ec4,19,check,f,down below that ,
q1ec4,20,reply_w,g,up above it ,
q1ec4,21,check,f,up above it ,
q1ec4,22,reply_w,g,past the side of it ,
q1ec4,23,instruct,g,keep it on your right right and go up 'til you get just p-- above the top of it ,
q1ec4,24,acknowledge,f,right ,
q1ec4,25,align,g,right ,
q1ec4,26,instruct,g,and then go due east ,
q1ec4,27,acknowledge,f,right ,
q1ec4,28,ready,g,and ,
q1ec4,29,instruct,g,start going down southeast you go past a pine forest on your right ,
q1ec4,30,check,f,keep to my left or what ,
q1ec4,31,reply_y,g,mmhmm ,
q1ec4,32,acknowledge,f,right ,
q1ec4,33,ready,g,right um ,
q1ec4,34,instruct,g,down curve under it towards east curve under it slightly don't go past the edge of it though the the fu-- far away edge and then ,
q1ec4,35,check,f,edge of the fine pine fore-- ,
